Pclass,Sex,Age,SibSp,Parch,Fare,relatives,PassengerId,Survived
3.0,1.0,24.0,0.0,0.0,7.25,0.0,1288,0.0
1.0,2.0,48.0,1.0,1.0,79.2,2.0,1289,1.0
3.0,1.0,22.0,0.0,0.0,7.775,0.0,1290,0.0
3.0,1.0,31.0,0.0,0.0,7.7333,0.0,1291,0.0
1.0,2.0,30.0,0.0,0.0,164.8667,0.0,1292,1.0
2.0,1.0,38.0,1.0,0.0,21.0,1.0,1293,0.0
1.0,2.0,22.0,0.0,1.0,59.4,1.0,1294,1.0
1.0,1.0,17.0,0.0,0.0,47.1,0.0,1295,1.0
1.0,1.0,43.0,1.0,0.0,27.7208,1.0,1296,0.0
2.0,1.0,20.0,0.0,0.0,13.8625,0.0,1297,0.0
2.0,1.0,23.0,1.0,0.0,10.5,1.0,1298,0.0
1.0,1.0,50.0,1.0,1.0,211.5,2.0,1299,0.0
3.0,2.0,27.0,0.0,0.0,7.7208,0.0,1300,1.0
3.0,2.0,3.0,1.0,1.0,13.775,2.0,1301,1.0
3.0,2.0,27.0,0.0,0.0,7.75,0.0,1302,1.0
1.0,2.0,37.0,1.0,0.0,90.0,1.0,1303,1.0
3.0,2.0,28.0,0.0,0.0,7.775,0.0,1304,1.0
3.0,1.0,27.0,0.0,0.0,8.05,0.0,1305,0.0
1.0,2.0,39.0,0.0,0.0,108.9,0.0,1306,1.0
3.0,1.0,38.5,0.0,0.0,7.25,0.0,1307,0.0
3.0,1.0,27.0,0.0,0.0,8.05,0.0,1308,0.0
3.0,1.0,27.0,1.0,1.0,22.3583,2.0,1309,0.0
